teddy_bear	fragile	0
shovel	used for killing	0
wall	found on walls	1
wall	expensive	0
ashtray	requires gasoline	0
cranberry	shiny	0
whistle	has peel	0
dresser	dangerous	0
tomahawk	dangerous	1
dishwasher	eaten in summer	0
bra	man made	1
machete	used for eating	0
fox	slimy	0
raft	tall	0
pin	hard	1
chandelier	requires gasoline	0
tree	used by children	0
tuna	fast	1
bra	has peel	0
tuna	a toy	0
hoe	worn for warmth	0
cellar	swims	0
ant	fun	0
shoes	hot	0
desk	heavy	1
bra	tall	0
napkin	large	0
beehive	man made	0
closet	cold	0
toad	used by children	0
mixer	has peel	0
sack	tall	0
certificate	worn for warmth	0
sack	pairs	0
beetle	electrical	0
umbrella	hot	0
kettle	fragile	0
cranberry	words on it	0
stop_sign	fragile	0
fence	smelly	0
hoe	hot	0
candle	used by children	0
van	worn for warmth	0
skyscraper	dangerous	0
sports_ball	used for music	0
walrus	has shelves	0
caterpillar	used for holding things	0
spear	lives in water	0
blouse	cold	0
socks	used for eating	0
ball	dangerous	0
bison	hot	0
spatula	wet	1
stove	loud	0
hyena	fun	0
fawn	a toy	0
plum	eaten in summer	1
cake	smelly	0
spear	pairs	0
canoe	dangerous	0
mirror	tall	0
groundhog	has peel	0
bungalow	shiny	0
cat	an animal	1
anchor	hard	1
handbag	pairs	0
muzzle	used for eating	0
bench	slimy	0
machete	used for cooking	0
nectarine	pairs	0
clarinet	has peel	0
dagger	sharp	1
airplane	requires gasoline	1
hose	has peel	0
basement	used for killing	0
door	unhealthy	0
bridge	wet	1
spider	expensive	0
handbag	swims	0
cake	eaten in summer	1
thimble	used for killing	0
tripod	worn for warmth	0
knife	a toy	0
bowl	has shelves	0
pajamas	sharp	0
sleigh	tall	0
carpet	slimy	0
snail	used for eating	1
pliers	hot	0
truck	sharp	0
walnut	used for eating	1
broccoli	used for transportation	0
keyboard	pairs	0
violin	sharp	0
hose	used for killing	0
cellar	a toy	0
prune	fast	0
bench	has shelves	0
donkey	sharp	0
muzzle	a toy	0
buffalo	used by children	0
hook	found on walls	1
grenade	eaten in summer	0
dagger	unhealthy	0
lamp	used for killing	0
sweater	sharp	0
boat	an animal	0
clam	fun	0
shawl	a tool	0
certificate	used by children	0
sleigh	used for killing	0
potato	large	0
parka	tall	0
napkin	a tool	0
yacht	electrical	1
squid	lives in water	1
tray	loud	0
rattle	heavy	0
thermometer	hand held	1
sled	tall	0
car	worn for warmth	0
microwave	cold	0
cloak	has shelves	0
stereo	wet	0
salmon	has peel	0
pigeon	wet	0
bench	hard	1
mug	a tool	1
belt	electrical	0
tuba	has shelves	0
screwdriver	smooth	0
curtains	cold	0
cabin	worn on feet	0
elevator	expensive	1
gloves	used for transportation	0
blouse	wet	0
traffic_light	smelly	0
hornet	a toy	0
penguin	has shelves	0
ashtray	used for eating	0
cake	large	0
machete	used for holding things	0
remote	hot	0
shirt	has shelves	0
banner	used for transportation	0
kite	slimy	0
carrot	used for holding things	0
vase	used by children	0
coyote	tall	0
wheel	has shelves	0
apple	large	0
mushroom	edible	1
crow	swims	0
carpet	pairs	0
cigar	a tool	0
harpsichord	fun	1
drapes	dangerous	0
butterfly	large	0
chisel	smelly	0
crown	worn for warmth	0
closet	tall	1
toaster	swims	0
frog	heavy	0
cloak	worn on feet	0
crossbow	has shelves	0
gloves	loud	0
chandelier	light weight	0
pot	loud	0
basket	shiny	0
donut	tall	0
grater	an animal	0
stove	worn on feet	0
zucchini	pairs	0
balloon	an animal	0
tray	hard	1
butterfly	swims	0
crow	a tool	0
freezer	slimy	0
pear	fun	0
butterfly	worn for warmth	0
saddle	fast	0
cape	worn on feet	0
prune	light weight	1
sleigh	swims	0
dog	sharp	0
trailer	man made	1
sports_ball	electrical	0
umbrella	unhealthy	0
spinach	edible	1
toaster	fragile	0
salamander	smooth	1
cabin	fragile	0
subway	fragile	0
