whale	strong
whale	non aggressive
whale	extinct
whale	big
whale	alive
whale	very big
whale	black and white
whale	black or white
whale	large
whale	very large
whale	very strong
whale	hairy
whale	huge
whale	black
whale	warm blooded
whale	very tall
whale	small
whale	weak
whale	beautiful but dangerous
whale	cold blooded
whale	very very cute
whale	fast
whale	very cute
whale	short
whale	tall
whale	feline
whale	spherical in shape
whale	very ugly
whale	silent
whale	long
whale	male or female
whale	nocturnal
whale	long and skinny
whale	very small
whale	male
whale	furry
whale	big or small
whale	le
whale	very long
whale	vicious
whale	very attractive
whale	famous
whale	cute
whale	dark colored
whale	baleen whales
whale	very beautiful
blouse	thins
blouse	thin
blouse	sleeve
blouse	part of shirts
blouse	very thin
blouse	lightweight
blouse	lingerie
blouse	used for wear
blouse	located in clothing stores
blouse	part of garments
blouse	used for wearers
blouse	shirts
blouse	used for wearing
blouse	hosiery
blouse	part of dresses
blouse	open or closed
blouse	garments
blouse	skirts
blouse	long pants
blouse	tops
blouse	flexible
blouse	part of outfits
blouse	located in shirts
blouse	part of sleeve
blouse	very easy to rip off
blouse	easy to tear
blouse	undergarments
blouse	decorative
blouse	fabric
blouse	part of skirts
blouse	used for clothing
blouse	traditional clothing
blouse	made of cotton
blouse	coloured
blouse	soft
blouse	opened or closed
blouse	light colored
blouse	narrow
blouse	coveralls
blouse	comfortable
blouse	white
blouse	colored
blouse	located in clothing
blouse	shorts
blouse	underwears
blouse	different color
blouse	used for fashion
blouse	blue
pineapple	citruses
pineapple	has peels
pineapple	fruit trees
pineapple	part of citruses
pineapple	both edible
pineapple	have peels
pineapple	root vegetables
pineapple	muskmelons
pineapple	pods
pineapple	salad green
pineapple	pomes
sheep	part of domestic sheep
sheep	located in farms
sheep	wild sheep
sheep	ruminants
sheep	located in ranchs
sheep	located in fox hunts
sheep	have fur
sheep	have tusks
sheep	poultries
sheep	imals
sheep	pack animals
sheep	capable of pets
sheep	located in rural areas
sheep	higher animals
sheep	capable of farm lands
tangerine	drupes
tangerine	pomes
tangerine	mallows
tangerine	pink
tangerine	vines
tangerine	quatic plants
tangerine	salad green
tangerine	houseplants
tangerine	mandarins
tangerine	herbaceous plants
tangerine	citrus fruit
tangerine	succulents
tangerine	plums
tangerine	citruses
tangerine	melons
tangerine	muskmelons
tangerine	cycads
tangerine	fig trees
tangerine	red in color
tangerine	annual plants
beets	located in vegetable gardens
beets	cultivated in yard
beets	root vegetables
brush	part of brushs
brush	used for paint
brush	used for wipings
brush	located in toolboxs
brush	used for polish
